"KPI","Date","Region","Country Code","Market","Brand","Segment","Series","Model Range","Drivetrain Category","Model Code","Value Actual","Benchmark"
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","UKL2+","X1","U11","NON-BEV","11EG",,10
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","UKL2+","X1","U11","NON-BEV","11EG",,1
"Retail - All","2026-06-01 00:00:00","C3","KR","KOREA","BMW","UKL2+","X1","U11","NON-BEV","11EG",,15
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","GKL+","7 Series","G70","NON-BEV","11EJ",,2
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","X5","F95","NON-BEV","11ET",,
"Order Intake - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","X5","F95","NON-BEV","11ET",,4
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","X5","F95","NON-BEV","11ET",8,5
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X5","F95","NON-BEV","11ET",,3
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,4
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","X5","F95","NON-BEV","11ET",,
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,6
"Order Intake - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Order Intake - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,
"Order Intake - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","X5","F95","NON-BEV","11ET",,2
"Retail - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","X5","F95","NON-BEV","11ET",,6
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","X5","F95","NON-BEV","11ET",10,15
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X5","F95","NON-BEV","11ET",,2
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","X5","F95","NON-BEV","11ET",,3
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","X5","F95","NON-BEV","11ET",,2
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,6
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","X5","F95","NON-BEV","11ET",,1
"Retail - All","2026-06-01 00:00:00","C3","KR","KOREA","BMW","MKL+","X5","F95","NON-BEV","11ET",,4
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","X5","G05","NON-BEV","11EV",,30
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","X5","G05","NON-BEV","11EV",,11
"Order Intake - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,7
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","X5","G05","NON-BEV","11EV",,27
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,22
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","X5","G05","NON-BEV","11EV",136,100
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X5","G05","NON-BEV","11EV",,40
"Order Intake - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,3
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,3
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","X5","G05","NON-BEV","11EV",,69
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,178
"Order Intake - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,27
"Order Intake - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,1
"Order Intake - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,13
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","X5","G05","NON-BEV","11EV",,2
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","X5","G05","NON-BEV","11EV",,24
"Retail - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,11
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","X5","G05","NON-BEV","11EV",,33
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,53
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","X5","G05","NON-BEV","11EV",248,181
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X5","G05","NON-BEV","11EV",,23
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,22
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","X5","G05","NON-BEV","11EV",,182
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","X5","G05","NON-BEV","11EV",,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,464
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,34
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,2
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","X5","G05","NON-BEV","11EV",,19
"Retail - All","2026-06-01 00:00:00","C3","KR","KOREA","BMW","MKL+","X5","G05","NON-BEV","11EV",,95
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","X6","G06","NON-BEV","11EY",,3
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","X6","G06","NON-BEV","11EY",,3
"Order Intake - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","X6","G06","NON-BEV","11EY",,3
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,18
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","X6","G06","NON-BEV","11EY",12,11
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X6","G06","NON-BEV","11EY",,37
"Order Intake - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,1
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,16
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","X6","G06","NON-BEV","11EY",,80
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,53
"Order Intake - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,11
"Order Intake - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,1
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","X6","G06","NON-BEV","11EY",,4
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","X6","G06","NON-BEV","11EY",,11
"Retail - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,2
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","X6","G06","NON-BEV","11EY",,3
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,6
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","X6","G06","NON-BEV","11EY",18,29
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","X6","G06","NON-BEV","11EY",,51
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,13
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","X6","G06","NON-BEV","11EY",,88
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,16
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,6
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,2
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","X6","G06","NON-BEV","11EY",,3
"Retail - All","2026-06-01 00:00:00","C3","KR","KOREA","BMW","MKL+","X6","G06","NON-BEV","11EY",,29
"Retail - All","2026-06-01 00:00:00","C3","KR","KOREA","BMW","KKL+","3 Series","G20","NON-BEV","11FF",,341
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,2
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,11
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,1
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",11,11
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,5
"Order Intake - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,1
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,10
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,48
"Order Intake - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,
"Order Intake - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,1
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,4
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,39
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,1
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",26,19
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,2
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,4
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,2
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,1
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,7
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,40
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,1
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FJ",,
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,2
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,
"Order Intake - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,4
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,3
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,7
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G60","NON-BEV","11FK",42,13
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,4
"Order Intake - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,4
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,7
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,4
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,2
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,6
"Order Intake - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,3
"Order Intake - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,2
"Order Intake - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,1
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,8
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,5
"Retail - All","2026-06-01 00:00:00","C1","BG","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,2
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,3
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,2
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G60","NON-BEV","11FK",71,16
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,4
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,7
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,4
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,3
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,3
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,17
"Retail - All","2026-06-01 00:00:00","C1","RO","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,2
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,
"Retail - All","2026-06-01 00:00:00","C1","SK","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,3
"Retail - All","2026-06-01 00:00:00","C3","KR","KOREA","BMW","MKL+","5 Series","G60","NON-BEV","11FK",,15
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,2
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,1
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,1
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G60","NON-BEV","11FL",30,46
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,16
"Order Intake - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,3
"Order Intake - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,1
"Order Intake - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,1
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,1
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,19
"Order Intake - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,1
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,10
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,7
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","MKL+","5 Series","G60","NON-BEV","11FL",31,40
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,20
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,3
"Retail - All","2026-06-01 00:00:00","C1","GR","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,3
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,8
"Retail - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","MKL+","5 Series","G60","NON-BEV","11FL",,1
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,1
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,8
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,
"Order Intake - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,-1
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","3 Series","G21","NON-BEV","11FY",305,172
"Order Intake - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,5
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,3
"Order Intake - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,12
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,31
"Order Intake - All","2026-06-01 00:00:00","C1","SI","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,1
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,44
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","3 Series","G21","NON-BEV","11FY",324,297
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,5
"Retail - All","2026-06-01 00:00:00","C1","HU","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,
"Retail - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,4
"Retail - All","2026-06-01 00:00:00","C1","NL","NETHERLANDS","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,24
"Retail - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","11FY",,11
"Order Intake - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,9
"Order Intake - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,
"Order Intake - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,1
"Order Intake - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",43,62
"Order Intake - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,12
"Order Intake - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,
"Order Intake - All","2026-06-01 00:00:00","C1","IT","ITALY","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,22
"Order Intake - All","2026-06-01 00:00:00","C1","PL","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,5
"Retail - All","2026-06-01 00:00:00","C1","AT","AUSTRIA","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,9
"Retail - All","2026-06-01 00:00:00","C1","BE","BELGIUM/LUXEMBOURG","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,
"Retail - All","2026-06-01 00:00:00","C1","CH","SWITZERLAND","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,1
"Retail - All","2026-06-01 00:00:00","C1","CZ","CEEU","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,1
"Retail - All","2026-06-01 00:00:00","C1","DE","GERMANY","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",48,81
"Retail - All","2026-06-01 00:00:00","C1","ES","SPAIN","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,20
"Retail - All","2026-06-01 00:00:00","C1","FR","FRANCE","BMW","KKL+","3 Series","G21","NON-BEV","11FZ",,12
